t_ms,mode,phase,elapsed_s,target_c,measured_c,sensor_valid,error_c,p_term,i_term,d_term,pid_raw_pct,hard_cutoff,requested_heater_pct,applied_heater_pct,target_fan_pct,real_fan_pct,kp,ki,kd
416191,STEPTEST,IDLE,15,0.0,36.7,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
417191,STEPTEST,IDLE,16,0.0,38.9,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
418191,STEPTEST,IDLE,17,0.0,41.5,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
419191,STEPTEST,IDLE,18,0.0,43.7,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
420191,STEPTEST,IDLE,19,0.0,46.2,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
421191,STEPTEST,IDLE,20,0.0,48.7,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
422191,STEPTEST,IDLE,21,0.0,51.0,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
423191,STEPTEST,IDLE,22,0.0,53.3,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
424191,STEPTEST,IDLE,23,0.0,56.1,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
425191,STEPTEST,IDLE,24,0.0,58.5,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
426191,STEPTEST,IDLE,25,0.0,61.1,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
427191,STEPTEST,IDLE,26,0.0,63.7,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
428191,STEPTEST,IDLE,27,0.0,66.0,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
429191,STEPTEST,IDLE,28,0.0,68.4,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
430191,STEPTEST,IDLE,29,0.0,70.6,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
431191,STEPTEST,IDLE,30,0.0,72.9,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
432191,STEPTEST,IDLE,31,0.0,75.2,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
433191,STEPTEST,IDLE,32,0.0,77.5,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
434191,STEPTEST,IDLE,33,0.0,79.5,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
435191,STEPTEST,IDLE,34,0.0,81.5,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
436191,STEPTEST,IDLE,35,0.0,83.5,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
437191,STEPTEST,IDLE,36,0.0,85.5,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
438191,STEPTEST,IDLE,37,0.0,87.1,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
439191,STEPTEST,IDLE,38,0.0,88.8,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
440191,STEPTEST,IDLE,39,0.0,90.4,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
441191,STEPTEST,IDLE,40,0.0,92.3,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
442191,STEPTEST,IDLE,41,0.0,93.9,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
443191,STEPTEST,IDLE,42,0.0,95.6,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
444191,STEPTEST,IDLE,43,0.0,97.0,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
445191,STEPTEST,IDLE,44,0.0,98.4,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
446191,STEPTEST,IDLE,45,0.0,99.6,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
447191,STEPTEST,IDLE,46,0.0,100.8,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
448191,STEPTEST,IDLE,47,0.0,102.0,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
449191,STEPTEST,IDLE,48,0.0,103.0,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
450191,STEPTEST,IDLE,49,0.0,104.4,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
451191,STEPTEST,IDLE,50,0.0,105.6,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
452191,STEPTEST,IDLE,51,0.0,106.9,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
453191,STEPTEST,IDLE,52,0.0,107.8,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
454191,STEPTEST,IDLE,53,0.0,108.8,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
455191,STEPTEST,IDLE,54,0.0,109.7,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
456191,STEPTEST,IDLE,55,0.0,110.6,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
457191,STEPTEST,IDLE,56,0.0,111.4,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
458191,STEPTEST,IDLE,57,0.0,112.6,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
459191,STEPTEST,IDLE,58,0.0,113.4,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
460191,STEPTEST,IDLE,59,0.0,113.9,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
461191,STEPTEST,IDLE,60,0.0,114.6,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
462191,STEPTEST,IDLE,61,0.0,115.2,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
463191,STEPTEST,IDLE,62,0.0,115.9,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
464191,STEPTEST,IDLE,63,0.0,116.8,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
465191,STEPTEST,IDLE,64,0.0,117.4,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
466191,STEPTEST,IDLE,65,0.0,118.1,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
467191,STEPTEST,IDLE,66,0.0,118.6,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
468191,STEPTEST,IDLE,67,0.0,119.1,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
469191,STEPTEST,IDLE,68,0.0,119.8,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
470191,STEPTEST,IDLE,69,0.0,120.3,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
471191,STEPTEST,IDLE,70,0.0,121.1,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
472191,STEPTEST,IDLE,71,0.0,121.4,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
473191,STEPTEST,IDLE,72,0.0,121.8,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
474191,STEPTEST,IDLE,73,0.0,122.3,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
475191,STEPTEST,IDLE,74,0.0,122.5,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
476191,STEPTEST,IDLE,75,0.0,123.1,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
477191,STEPTEST,IDLE,76,0.0,123.9,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
478191,STEPTEST,IDLE,77,0.0,124.1,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
479191,STEPTEST,IDLE,78,0.0,124.6,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
480191,STEPTEST,IDLE,79,0.0,125.1,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
481191,STEPTEST,IDLE,80,0.0,125.3,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
482191,STEPTEST,IDLE,81,0.0,125.5,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
483191,STEPTEST,IDLE,82,0.0,126.0,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
484191,STEPTEST,IDLE,83,0.0,126.2,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
485191,STEPTEST,IDLE,84,0.0,126.5,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
486191,STEPTEST,IDLE,85,0.0,126.9,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
487191,STEPTEST,IDLE,86,0.0,127.4,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
488191,STEPTEST,IDLE,87,0.0,127.4,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
489191,STEPTEST,IDLE,88,0.0,127.6,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
490191,STEPTEST,IDLE,89,0.0,127.9,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
491191,STEPTEST,IDLE,90,0.0,128.3,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
492191,STEPTEST,IDLE,91,0.0,128.5,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
493191,STEPTEST,IDLE,92,0.0,128.6,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
494191,STEPTEST,IDLE,93,0.0,128.9,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
495191,STEPTEST,IDLE,94,0.0,129.1,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
496191,STEPTEST,IDLE,95,0.0,129.7,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
497191,STEPTEST,IDLE,96,0.0,129.9,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
498191,STEPTEST,IDLE,97,0.0,130.2,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
499191,STEPTEST,IDLE,98,0.0,130.5,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
500191,STEPTEST,IDLE,99,0.0,130.9,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
501191,STEPTEST,IDLE,100,0.0,131.2,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
502191,STEPTEST,IDLE,101,0.0,131.3,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
503191,STEPTEST,IDLE,102,0.0,131.6,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
504191,STEPTEST,IDLE,103,0.0,131.6,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
505191,STEPTEST,IDLE,104,0.0,132.0,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
506191,STEPTEST,IDLE,105,0.0,132.2,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
507191,STEPTEST,IDLE,106,0.0,132.4,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
508191,STEPTEST,IDLE,107,0.0,132.7,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
509191,STEPTEST,IDLE,108,0.0,132.9,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
510191,STEPTEST,IDLE,109,0.0,133.1,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
511191,STEPTEST,IDLE,110,0.0,133.1,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
512191,STEPTEST,IDLE,111,0.0,133.1,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
513191,STEPTEST,IDLE,112,0.0,133.2,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
514191,STEPTEST,IDLE,113,0.0,133.3,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
515191,STEPTEST,IDLE,114,0.0,133.4,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
516191,STEPTEST,IDLE,115,0.0,133.7,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
517191,STEPTEST,IDLE,116,0.0,134.0,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
518191,STEPTEST,IDLE,117,0.0,133.9,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
519191,STEPTEST,IDLE,118,0.0,133.9,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
520191,STEPTEST,IDLE,119,0.0,134.3,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
521191,STEPTEST,IDLE,120,0.0,134.4,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
522191,STEPTEST,IDLE,121,0.0,134.3,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
523191,STEPTEST,IDLE,122,0.0,134.5,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
524191,STEPTEST,IDLE,123,0.0,134.3,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
525191,STEPTEST,IDLE,124,0.0,134.4,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
526191,STEPTEST,IDLE,125,0.0,134.5,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
527191,STEPTEST,IDLE,126,0.0,134.7,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
528191,STEPTEST,IDLE,127,0.0,134.9,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
529191,STEPTEST,IDLE,128,0.0,134.9,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
530191,STEPTEST,IDLE,129,0.0,134.8,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
531191,STEPTEST,IDLE,130,0.0,134.8,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
532191,STEPTEST,IDLE,131,0.0,135.0,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
533191,STEPTEST,IDLE,132,0.0,135.1,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
534191,STEPTEST,IDLE,133,0.0,135.0,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
535191,STEPTEST,IDLE,134,0.0,135.4,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
536191,STEPTEST,IDLE,135,0.0,135.5,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
537191,STEPTEST,IDLE,136,0.0,135.5,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
538191,STEPTEST,IDLE,137,0.0,135.7,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
539191,STEPTEST,IDLE,138,0.0,136.1,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
540191,STEPTEST,IDLE,139,0.0,136.1,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
541191,STEPTEST,IDLE,140,0.0,136.2,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
542191,STEPTEST,IDLE,141,0.0,136.2,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
543191,STEPTEST,IDLE,142,0.0,136.2,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
544191,STEPTEST,IDLE,143,0.0,136.4,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
545191,STEPTEST,IDLE,144,0.0,136.6,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
546191,STEPTEST,IDLE,145,0.0,136.6,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
547191,STEPTEST,IDLE,146,0.0,136.8,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
548191,STEPTEST,IDLE,147,0.0,136.9,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
549191,STEPTEST,IDLE,148,0.0,137.1,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
550191,STEPTEST,IDLE,149,0.0,136.9,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
551191,STEPTEST,IDLE,150,0.0,136.8,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
552191,STEPTEST,IDLE,151,0.0,136.8,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
553191,STEPTEST,IDLE,152,0.0,136.8,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
554191,STEPTEST,IDLE,153,0.0,136.8,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
555191,STEPTEST,IDLE,154,0.0,137.1,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
556191,STEPTEST,IDLE,155,0.0,137.2,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
557191,STEPTEST,IDLE,156,0.0,137.7,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
558191,STEPTEST,IDLE,157,0.0,137.8,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
559191,STEPTEST,IDLE,158,0.0,137.8,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
560191,STEPTEST,IDLE,159,0.0,137.7,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
561191,STEPTEST,IDLE,160,0.0,137.6,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
562191,STEPTEST,IDLE,161,0.0,137.7,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
563191,STEPTEST,IDLE,162,0.0,138.0,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
564191,STEPTEST,IDLE,163,0.0,138.1,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
565191,STEPTEST,IDLE,164,0.0,138.3,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
566191,STEPTEST,IDLE,165,0.0,138.2,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
567191,STEPTEST,IDLE,166,0.0,138.2,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
568191,STEPTEST,IDLE,167,0.0,137.8,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
569191,STEPTEST,IDLE,168,0.0,137.9,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
570191,STEPTEST,IDLE,169,0.0,138.2,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
571191,STEPTEST,IDLE,170,0.0,138.3,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
572191,STEPTEST,IDLE,171,0.0,138.5,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
573191,STEPTEST,IDLE,172,0.0,138.8,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
574191,STEPTEST,IDLE,173,0.0,138.9,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
575191,STEPTEST,IDLE,174,0.0,139.0,1,-28.47,0.00,0.00,0.00,0.00,1,80,64,100,100,1.5000,0.0340,5.3000
142186,MANUAL,IDLE,0,201.0,28.6,1,172.40,258.60,5.86,1.15,265.61,0,100,80,100,100,1.5000,0.0340,5.3000
143186,MANUAL,IDLE,0,201.0,27.4,1,173.60,260.40,11.76,6.36,278.52,0,100,80,100,100,1.5000,0.0340,5.3000
144186,MANUAL,IDLE,0,201.0,26.0,1,174.96,262.44,17.71,7.22,287.38,0,100,80,100,100,1.5000,0.0340,5.3000
145186,MANUAL,IDLE,0,188.0,25.6,1,162.42,243.62,23.23,2.41,269.26,0,100,80,100,100,1.5000,0.0340,5.3000
146186,MANUAL,IDLE,0,188.0,25.3,1,162.72,244.08,28.77,1.60,274.45,0,100,80,100,100,1.5000,0.0340,5.3000
147186,MANUAL,IDLE,0,188.0,25.2,1,162.78,244.17,34.30,0.32,278.79,0,100,80,100,100,1.5000,0.0340,5.3000
148186,MANUAL,IDLE,0,188.0,25.5,1,162.49,243.73,39.83,-1.56,282.00,0,100,80,100,100,1.5000,0.0340,5.3000
149186,MANUAL,IDLE,0,188.0,26.1,1,161.91,242.87,45.33,-3.03,285.17,0,100,80,100,100,1.5000,0.0340,5.3000
150186,MANUAL,IDLE,0,188.0,27.1,1,160.94,241.40,50.80,-5.18,287.02,0,100,80,100,100,1.5000,0.0340,5.3000
151186,MANUAL,IDLE,0,188.0,28.6,1,159.45,239.17,56.22,-7.88,287.51,0,100,80,100,100,1.5000,0.0340,5.3000
152186,MANUAL,IDLE,0,188.0,30.1,1,157.92,236.89,61.59,-8.08,290.40,0,100,80,100,100,1.5000,0.0340,5.3000
153186,MANUAL,IDLE,0,188.0,32.0,1,156.00,234.01,66.90,-10.18,290.73,0,100,80,100,100,1.5000,0.0340,5.3000
154186,MANUAL,IDLE,0,188.0,34.1,1,153.88,230.82,72.13,-11.27,291.67,0,100,80,100,100,1.5000,0.0340,5.3000
155186,MANUAL,IDLE,0,188.0,36.5,1,151.49,227.24,77.28,-12.63,291.89,0,100,80,100,100,1.5000,0.0340,5.3000
