t_ms,mode,phase,elapsed_s,target_c,measured_c,sensor_valid,error_c,p_term,i_term,d_term,pid_raw_pct,hard_cutoff,requested_heater_pct,applied_heater_pct,target_fan_pct,real_fan_pct
147176,STEPTEST,IDLE,45,0.0,71.2,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
148176,STEPTEST,IDLE,46,0.0,72.8,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
149261,STEPTEST,IDLE,47,0.0,73.3,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
150174,STEPTEST,IDLE,48,0.0,74.7,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
151174,STEPTEST,IDLE,49,0.0,75.1,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
152174,STEPTEST,IDLE,50,0.0,76.4,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
153175,STEPTEST,IDLE,51,0.0,76.8,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
154174,STEPTEST,IDLE,52,0.0,78.2,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
155175,STEPTEST,IDLE,53,0.0,78.6,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
156175,STEPTEST,IDLE,54,0.0,80.0,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
157175,STEPTEST,IDLE,55,0.0,80.3,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
158175,STEPTEST,IDLE,56,0.0,81.6,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
159176,STEPTEST,IDLE,57,0.0,81.8,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
160176,STEPTEST,IDLE,58,0.0,82.9,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
161176,STEPTEST,IDLE,59,0.0,82.9,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
162176,STEPTEST,IDLE,60,0.0,83.9,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
163176,STEPTEST,IDLE,61,0.0,84.0,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
164176,STEPTEST,IDLE,62,0.0,85.1,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
165266,STEPTEST,IDLE,63,0.0,85.0,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
166174,STEPTEST,IDLE,64,0.0,86.1,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
167174,STEPTEST,IDLE,65,0.0,86.2,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
168174,STEPTEST,IDLE,66,0.0,87.2,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
169175,STEPTEST,IDLE,67,0.0,87.3,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
170174,STEPTEST,IDLE,68,0.0,88.1,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
171175,STEPTEST,IDLE,69,0.0,88.0,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
172175,STEPTEST,IDLE,70,0.0,89.1,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
173175,STEPTEST,IDLE,71,0.0,89.0,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
174175,STEPTEST,IDLE,72,0.0,90.0,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
175176,STEPTEST,IDLE,73,0.0,90.0,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
176176,STEPTEST,IDLE,74,0.0,90.9,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
177176,STEPTEST,IDLE,75,0.0,90.7,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
178176,STEPTEST,IDLE,76,0.0,91.7,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
179177,STEPTEST,IDLE,77,0.0,91.6,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
180176,STEPTEST,IDLE,78,0.0,92.4,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
181261,STEPTEST,IDLE,79,0.0,92.3,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
182174,STEPTEST,IDLE,80,0.0,93.1,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
183174,STEPTEST,IDLE,81,0.0,92.8,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
184174,STEPTEST,IDLE,82,0.0,93.5,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
185175,STEPTEST,IDLE,83,0.0,93.3,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
186174,STEPTEST,IDLE,84,0.0,94.1,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
187175,STEPTEST,IDLE,85,0.0,93.8,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
188175,STEPTEST,IDLE,86,0.0,94.6,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
189177,STEPTEST,IDLE,87,0.0,94.4,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
190175,STEPTEST,IDLE,88,0.0,95.3,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
191176,STEPTEST,IDLE,89,0.0,95.0,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
192176,STEPTEST,IDLE,90,0.0,95.7,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
193176,STEPTEST,IDLE,91,0.0,95.5,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
194176,STEPTEST,IDLE,92,0.0,96.4,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
195176,STEPTEST,IDLE,93,0.0,96.0,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
196177,STEPTEST,IDLE,94,0.0,96.8,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
197263,STEPTEST,IDLE,95,0.0,96.5,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
198175,STEPTEST,IDLE,96,0.0,97.1,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
199174,STEPTEST,IDLE,97,0.0,97.0,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
200174,STEPTEST,IDLE,98,0.0,97.7,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
201175,STEPTEST,IDLE,99,0.0,97.4,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
202174,STEPTEST,IDLE,100,0.0,98.4,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
203175,STEPTEST,IDLE,101,0.0,98.3,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
204175,STEPTEST,IDLE,102,0.0,99.1,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
205175,STEPTEST,IDLE,103,0.0,98.7,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
206175,STEPTEST,IDLE,104,0.0,99.3,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
207176,STEPTEST,IDLE,105,0.0,99.1,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
208176,STEPTEST,IDLE,106,0.0,99.7,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
209176,STEPTEST,IDLE,107,0.0,99.4,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
210176,STEPTEST,IDLE,108,0.0,100.1,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
211176,STEPTEST,IDLE,109,0.0,99.9,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
212176,STEPTEST,IDLE,110,0.0,100.7,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
213255,STEPTEST,IDLE,111,0.0,100.3,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
214174,STEPTEST,IDLE,112,0.0,101.1,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
215174,STEPTEST,IDLE,113,0.0,100.4,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
216174,STEPTEST,IDLE,114,0.0,101.2,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
217175,STEPTEST,IDLE,115,0.0,100.8,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
218174,STEPTEST,IDLE,116,0.0,101.6,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
219175,STEPTEST,IDLE,117,0.0,101.0,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
220175,STEPTEST,IDLE,118,0.0,101.4,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
221175,STEPTEST,IDLE,119,0.0,101.3,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
222175,STEPTEST,IDLE,120,0.0,102.0,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
223176,STEPTEST,IDLE,121,0.0,101.6,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
224176,STEPTEST,IDLE,122,0.0,102.2,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
225176,STEPTEST,IDLE,123,0.0,101.9,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
226176,STEPTEST,IDLE,124,0.0,102.3,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
227176,STEPTEST,IDLE,125,0.0,102.0,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
228176,STEPTEST,IDLE,126,0.0,102.6,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
229256,STEPTEST,IDLE,127,0.0,102.2,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
230174,STEPTEST,IDLE,128,0.0,102.6,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
231174,STEPTEST,IDLE,129,0.0,102.2,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
232174,STEPTEST,IDLE,130,0.0,103.0,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
233175,STEPTEST,IDLE,131,0.0,102.6,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
234174,STEPTEST,IDLE,132,0.0,103.1,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
235175,STEPTEST,IDLE,133,0.0,102.8,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
236176,STEPTEST,IDLE,134,0.0,103.3,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
237175,STEPTEST,IDLE,135,0.0,102.9,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
238175,STEPTEST,IDLE,136,0.0,103.4,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
239176,STEPTEST,IDLE,137,0.0,103.0,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
240176,STEPTEST,IDLE,138,0.0,103.7,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
241176,STEPTEST,IDLE,139,0.0,103.2,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
242176,STEPTEST,IDLE,140,0.0,103.7,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
243176,STEPTEST,IDLE,141,0.0,103.5,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
244176,STEPTEST,IDLE,142,0.0,104.0,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
245263,STEPTEST,IDLE,143,0.0,103.8,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
246174,STEPTEST,IDLE,144,0.0,104.5,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
247174,STEPTEST,IDLE,145,0.0,104.1,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
248174,STEPTEST,IDLE,146,0.0,104.7,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
249175,STEPTEST,IDLE,147,0.0,104.4,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
250174,STEPTEST,IDLE,148,0.0,104.9,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
251175,STEPTEST,IDLE,149,0.0,104.3,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
252175,STEPTEST,IDLE,150,0.0,104.9,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
253175,STEPTEST,IDLE,151,0.0,104.5,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
254175,STEPTEST,IDLE,152,0.0,104.9,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
255176,STEPTEST,IDLE,153,0.0,104.6,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
256176,STEPTEST,IDLE,154,0.0,105.1,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
257176,STEPTEST,IDLE,155,0.0,104.8,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
258176,STEPTEST,IDLE,156,0.0,105.5,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
259177,STEPTEST,IDLE,157,0.0,105.1,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
260176,STEPTEST,IDLE,158,0.0,105.8,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
261263,STEPTEST,IDLE,159,0.0,105.4,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
262174,STEPTEST,IDLE,160,0.0,105.9,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
263174,STEPTEST,IDLE,161,0.0,105.6,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
264174,STEPTEST,IDLE,162,0.0,106.2,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
265175,STEPTEST,IDLE,163,0.0,105.7,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
266174,STEPTEST,IDLE,164,0.0,106.2,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
267175,STEPTEST,IDLE,165,0.0,105.7,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
268175,STEPTEST,IDLE,166,0.0,106.3,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
269175,STEPTEST,IDLE,167,0.0,105.9,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
270175,STEPTEST,IDLE,168,0.0,106.6,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
271176,STEPTEST,IDLE,169,0.0,106.1,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
272176,STEPTEST,IDLE,170,0.0,106.8,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
273176,STEPTEST,IDLE,171,0.0,106.2,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
274176,STEPTEST,IDLE,172,0.0,106.7,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
275177,STEPTEST,IDLE,173,0.0,106.1,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
276176,STEPTEST,IDLE,174,0.0,106.6,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
277265,STEPTEST,IDLE,175,0.0,106.2,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
278174,STEPTEST,IDLE,176,0.0,106.7,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
279174,STEPTEST,IDLE,177,0.0,106.2,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
280174,STEPTEST,IDLE,178,0.0,107.1,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
281175,STEPTEST,IDLE,179,0.0,106.7,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
282174,STEPTEST,IDLE,180,0.0,107.1,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
283176,STEPTEST,IDLE,181,0.0,106.5,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
284175,STEPTEST,IDLE,182,0.0,107.1,1,-17.03,0.00,0.00,0.00,0.00,1,50,40,90,90
