t_ms,mode,phase,elapsed_s,target_c,measured_c,sensor_valid,error_c,p_term,i_term,d_term,pid_raw_pct,hard_cutoff,requested_heater_pct,applied_heater_pct,target_fan_pct,real_fan_pct,kp,ki,kd,protector_open,protector_trips,protector_ceiling_c
244200,MANUAL,IDLE,0,170.0,124.3,1,45.72,39.21,100.00,-0.00,139.21,0,100,100,100,100,0.8576,0.0307,0.0000,0,0,0.0
245200,MANUAL,IDLE,0,170.0,126.3,1,43.73,37.51,100.00,-0.00,137.51,0,100,100,100,100,0.8576,0.0307,0.0000,0,0,0.0
246200,MANUAL,IDLE,0,170.0,128.1,1,41.87,35.90,100.00,-0.00,135.90,0,100,100,100,100,0.8576,0.0307,0.0000,0,0,0.0
247200,MANUAL,IDLE,0,170.0,129.9,1,40.13,34.41,100.00,-0.00,134.41,0,100,100,100,100,0.8576,0.0307,0.0000,0,0,0.0
248200,MANUAL,IDLE,0,170.0,131.7,1,38.34,32.88,100.00,-0.00,132.88,0,100,100,100,100,0.8576,0.0307,0.0000,0,0,0.0
249200,MANUAL,IDLE,0,170.0,133.4,1,36.64,31.42,100.00,-0.00,131.42,0,100,100,100,100,0.8576,0.0307,0.0000,0,0,0.0
250200,MANUAL,IDLE,0,170.0,135.1,1,34.86,29.90,100.00,-0.00,129.90,0,100,100,100,100,0.8576,0.0307,0.0000,0,0,0.0
251200,MANUAL,IDLE,0,170.0,136.8,1,33.20,28.48,100.00,-0.00,128.48,0,100,100,100,100,0.8576,0.0307,0.0000,0,0,0.0
252200,MANUAL,IDLE,0,170.0,138.5,1,31.51,27.02,100.00,-0.00,127.02,0,100,100,100,100,0.8576,0.0307,0.0000,0,0,0.0
253200,MANUAL,IDLE,0,170.0,140.1,1,29.89,25.64,100.00,-0.00,125.64,0,100,100,100,100,0.8576,0.0307,0.0000,0,0,0.0
254200,MANUAL,IDLE,0,170.0,141.8,1,28.22,24.20,100.00,-0.00,124.20,0,100,100,100,100,0.8576,0.0307,0.0000,0,0,0.0
255200,MANUAL,IDLE,0,170.0,143.4,1,26.62,22.83,100.00,-0.00,122.83,0,100,100,100,100,0.8576,0.0307,0.0000,0,0,0.0
256200,MANUAL,IDLE,0,170.0,144.8,1,25.18,21.59,100.00,-0.00,121.59,0,100,100,100,100,0.8576,0.0307,0.0000,0,0,0.0
257200,MANUAL,IDLE,0,170.0,146.4,1,23.65,20.28,100.00,-0.00,120.28,0,100,100,100,100,0.8576,0.0307,0.0000,0,0,0.0
258200,MANUAL,IDLE,0,170.0,147.9,1,22.15,18.99,100.00,-0.00,118.99,0,100,100,100,100,0.8576,0.0307,0.0000,0,0,0.0
259200,MANUAL,IDLE,0,170.0,149.3,1,20.71,17.76,100.00,-0.00,117.76,0,100,100,100,100,0.8576,0.0307,0.0000,0,0,0.0
260200,MANUAL,IDLE,0,170.0,150.7,1,19.29,16.54,100.00,-0.00,116.54,0,100,100,100,100,0.8576,0.0307,0.0000,0,0,0.0
261200,MANUAL,IDLE,0,170.0,152.2,1,17.82,15.28,100.00,-0.00,115.28,0,100,100,100,100,0.8576,0.0307,0.0000,0,0,0.0
262200,MANUAL,IDLE,0,170.0,153.6,1,16.44,14.10,100.00,-0.00,114.10,0,100,100,100,100,0.8576,0.0307,0.0000,0,0,0.0
263200,MANUAL,IDLE,0,170.0,154.8,1,15.17,13.01,100.00,-0.00,113.01,0,100,100,100,100,0.8576,0.0307,0.0000,0,0,0.0
264200,MANUAL,IDLE,0,170.0,156.0,1,13.97,11.98,100.00,-0.00,111.98,0,100,100,100,100,0.8576,0.0307,0.0000,0,0,0.0
265200,MANUAL,IDLE,0,170.0,157.3,1,12.66,10.85,100.00,-0.00,110.85,0,100,100,100,100,0.8576,0.0307,0.0000,0,0,0.0
266200,MANUAL,IDLE,0,170.0,158.7,1,11.31,9.70,100.00,-0.00,109.70,0,100,100,100,100,0.8576,0.0307,0.0000,0,0,0.0
267200,MANUAL,IDLE,0,170.0,159.9,1,10.11,8.67,100.00,-0.00,108.67,0,100,100,100,100,0.8576,0.0307,0.0000,0,0,0.0
268200,MANUAL,IDLE,0,170.0,161.0,1,8.97,7.69,100.00,-0.00,107.69,0,100,100,100,100,0.8576,0.0307,0.0000,0,0,0.0
269200,MANUAL,IDLE,0,170.0,162.2,1,7.84,6.72,100.00,-0.00,106.72,0,100,100,100,100,0.8576,0.0307,0.0000,0,0,0.0
270200,MANUAL,IDLE,0,170.0,163.3,1,6.69,5.74,100.00,-0.00,105.74,0,100,100,100,100,0.8576,0.0307,0.0000,0,0,0.0
271200,MANUAL,IDLE,0,170.0,164.5,1,5.55,4.76,100.00,-0.00,104.76,0,100,100,100,100,0.8576,0.0307,0.0000,0,0,0.0
272200,MANUAL,IDLE,0,170.0,165.6,1,4.35,3.73,100.00,-0.00,103.73,0,100,100,100,100,0.8576,0.0307,0.0000,0,0,0.0
273200,MANUAL,IDLE,0,170.0,166.8,1,3.25,2.78,100.00,-0.00,102.78,0,100,100,100,100,0.8576,0.0307,0.0000,0,0,0.0
274200,MANUAL,IDLE,0,170.0,167.8,1,2.23,1.91,100.00,-0.00,101.91,0,100,100,100,100,0.8576,0.0307,0.0000,0,0,0.0
275200,MANUAL,IDLE,0,170.0,168.9,1,1.13,0.97,100.00,-0.00,100.97,0,100,100,100,100,0.8576,0.0307,0.0000,0,0,0.0
276200,MANUAL,IDLE,0,170.0,169.8,1,0.25,0.21,100.00,-0.00,100.21,0,100,100,100,100,0.8576,0.0307,0.0000,0,0,0.0
277200,MANUAL,IDLE,0,170.0,170.7,1,-0.66,-0.57,99.98,-0.00,99.41,0,99,99,100,100,0.8576,0.0307,0.0000,0,0,0.0
278200,MANUAL,IDLE,0,170.0,171.7,1,-1.70,-1.46,99.93,-0.00,98.47,0,98,98,100,100,0.8576,0.0307,0.0000,0,0,0.0
279200,MANUAL,IDLE,0,170.0,172.7,1,-2.66,-2.28,99.85,-0.00,97.57,0,98,98,100,100,0.8576,0.0307,0.0000,0,0,0.0
280200,MANUAL,IDLE,0,170.0,173.6,1,-3.64,-3.12,99.73,-0.00,96.62,0,97,97,100,100,0.8576,0.0307,0.0000,0,0,0.0
281201,MANUAL,IDLE,0,170.0,175.8,1,-5.75,-4.93,99.56,-0.00,94.63,0,95,0,100,100,0.8576,0.0307,0.0000,0,0,0.0
282201,MANUAL,IDLE,0,170.0,176.2,1,-6.22,-5.33,99.37,-0.00,94.03,0,94,0,100,100,0.8576,0.0307,0.0000,0,0,0.0
283201,MANUAL,IDLE,0,170.0,177.5,1,-7.50,-6.43,99.14,-0.00,92.70,0,93,0,100,100,0.8576,0.0307,0.0000,0,0,0.0
284201,MANUAL,IDLE,0,170.0,177.6,1,-7.59,-6.51,98.90,-0.00,92.39,0,92,0,100,100,0.8576,0.0307,0.0000,0,0,0.0
285201,MANUAL,IDLE,0,170.0,178.1,1,-8.12,0.00,0.00,0.00,0.00,1,0,0,100,100,0.8576,0.0307,0.0000,0,0,0.0
286201,MANUAL,IDLE,0,170.0,178.5,1,-8.46,0.00,0.00,0.00,0.00,1,0,0,100,100,0.8576,0.0307,0.0000,0,0,0.0
287201,MANUAL,IDLE,0,170.0,178.6,1,-8.57,0.00,0.00,0.00,0.00,1,0,0,100,100,0.8576,0.0307,0.0000,0,0,0.0
288201,MANUAL,IDLE,0,170.0,178.6,1,-8.57,0.00,0.00,0.00,0.00,1,0,0,100,100,0.8576,0.0307,0.0000,0,0,0.0
289200,MANUAL,IDLE,0,170.0,178.4,1,-8.41,0.00,0.00,0.00,0.00,1,0,0,100,100,0.8576,0.0307,0.0000,0,0,0.0
290200,MANUAL,IDLE,0,170.0,177.9,1,-7.94,-6.81,0.00,0.00,-6.81,0,0,0,100,100,0.8576,0.0307,0.0000,0,0,0.0
291200,MANUAL,IDLE,0,170.0,177.4,1,-7.35,-6.31,0.00,0.00,-6.31,0,0,0,100,100,0.8576,0.0307,0.0000,0,0,0.0
292200,MANUAL,IDLE,0,170.0,176.6,1,-6.57,-5.64,0.00,0.00,-5.64,0,0,0,100,100,0.8576,0.0307,0.0000,0,0,0.0
293200,MANUAL,IDLE,0,170.0,175.7,1,-5.65,-4.85,0.00,0.00,-4.85,0,0,0,100,100,0.8576,0.0307,0.0000,0,0,0.0
294200,MANUAL,IDLE,0,170.0,174.7,1,-4.69,-4.03,0.00,0.00,-4.03,0,0,0,100,100,0.8576,0.0307,0.0000,0,0,0.0
295200,MANUAL,IDLE,0,170.0,173.4,1,-3.39,-2.91,0.00,0.00,-2.91,0,0,0,100,100,0.8576,0.0307,0.0000,0,0,0.0
296200,MANUAL,IDLE,0,170.0,172.0,1,-2.05,-1.76,0.00,0.00,-1.76,0,0,0,100,100,0.8576,0.0307,0.0000,0,0,0.0
297200,MANUAL,IDLE,0,170.0,170.5,1,-0.53,-0.45,0.00,0.00,-0.45,0,0,0,100,100,0.8576,0.0307,0.0000,0,0,0.0
298200,MANUAL,IDLE,0,170.0,169.0,1,0.98,0.84,0.03,0.00,0.87,0,1,1,100,100,0.8576,0.0307,0.0000,0,0,0.0
299200,MANUAL,IDLE,0,170.0,167.3,1,2.71,2.32,0.11,0.00,2.44,0,2,2,100,100,0.8576,0.0307,0.0000,0,0,0.0
300200,MANUAL,IDLE,0,170.0,165.6,1,4.40,3.77,0.25,0.00,4.02,0,4,4,100,100,0.8576,0.0307,0.0000,0,0,0.0
301200,MANUAL,IDLE,0,170.0,163.9,1,6.12,5.24,0.44,0.00,5.68,0,6,6,100,100,0.8576,0.0307,0.0000,0,0,0.0
302200,MANUAL,IDLE,0,170.0,162.0,1,8.02,6.88,0.68,0.00,7.56,0,8,8,100,100,0.8576,0.0307,0.0000,0,0,0.0
303200,MANUAL,IDLE,0,170.0,160.2,1,9.79,8.40,0.98,0.00,9.38,0,9,9,100,100,0.8576,0.0307,0.0000,0,0,0.0
304200,MANUAL,IDLE,0,170.0,158.3,1,11.66,10.00,1.34,0.00,11.34,0,11,11,100,100,0.8576,0.0307,0.0000,0,0,0.0
305200,MANUAL,IDLE,0,170.0,156.5,1,13.53,11.60,1.76,0.00,13.36,0,13,13,100,100,0.8576,0.0307,0.0000,0,0,0.0
306200,MANUAL,IDLE,0,170.0,154.6,1,15.41,13.21,2.23,0.00,15.44,0,15,15,100,100,0.8576,0.0307,0.0000,0,0,0.0
307200,MANUAL,IDLE,0,170.0,152.7,1,17.34,14.87,2.76,0.00,17.63,0,18,18,100,100,0.8576,0.0307,0.0000,0,0,0.0
308200,MANUAL,IDLE,0,170.0,150.7,1,19.30,16.55,3.35,0.00,19.91,0,20,20,100,100,0.8576,0.0307,0.0000,0,0,0.0
309200,MANUAL,IDLE,0,170.0,148.8,1,21.22,18.19,4.01,0.00,22.20,0,22,22,100,100,0.8576,0.0307,0.0000,0,0,0.0
310200,MANUAL,IDLE,0,170.0,147.0,1,23.01,19.73,4.71,0.00,24.45,0,24,24,100,100,0.8576,0.0307,0.0000,0,0,0.0
311200,MANUAL,IDLE,0,170.0,145.3,1,24.71,21.19,5.47,0.00,26.66,0,27,27,100,100,0.8576,0.0307,0.0000,0,0,0.0
312200,MANUAL,IDLE,0,170.0,143.5,1,26.51,22.73,6.28,0.00,29.02,0,29,29,100,100,0.8576,0.0307,0.0000,0,0,0.0
313200,MANUAL,IDLE,0,170.0,141.6,1,28.40,24.35,7.16,0.00,31.51,0,32,32,100,100,0.8576,0.0307,0.0000,0,0,0.0
314200,MANUAL,IDLE,0,170.0,139.7,1,30.28,25.97,8.09,0.00,34.06,0,34,34,100,100,0.8576,0.0307,0.0000,0,0,0.0
315200,MANUAL,IDLE,0,170.0,138.1,1,31.88,27.34,9.06,0.00,36.40,0,36,36,100,100,0.8576,0.0307,0.0000,0,0,0.0
316200,MANUAL,IDLE,0,170.0,136.5,1,33.49,28.72,10.09,0.00,38.82,0,39,39,100,100,0.8576,0.0307,0.0000,0,0,0.0
317200,MANUAL,IDLE,0,170.0,134.8,1,35.15,30.15,11.17,0.00,41.32,0,41,41,100,100,0.8576,0.0307,0.0000,0,0,0.0
318200,MANUAL,IDLE,0,170.0,133.5,1,36.48,31.28,12.29,0.00,43.57,0,44,44,100,100,0.8576,0.0307,0.0000,0,0,0.0
319200,MANUAL,IDLE,0,170.0,132.1,1,37.88,32.48,13.45,0.00,45.94,0,46,46,100,100,0.8576,0.0307,0.0000,0,0,0.0
320200,MANUAL,IDLE,0,170.0,130.6,1,39.43,33.82,14.67,0.00,48.48,0,48,48,100,100,0.8576,0.0307,0.0000,0,0,0.0
321200,MANUAL,IDLE,0,170.0,129.4,1,40.62,34.83,15.91,0.00,50.75,0,51,51,100,100,0.8576,0.0307,0.0000,0,0,0.0
322200,MANUAL,IDLE,0,170.0,128.2,1,41.78,35.83,17.20,0.00,53.03,0,53,53,100,100,0.8576,0.0307,0.0000,0,0,0.0
323200,MANUAL,IDLE,0,170.0,127.0,1,43.00,36.88,18.52,0.00,55.40,0,55,55,100,100,0.8576,0.0307,0.0000,0,0,0.0
324200,MANUAL,IDLE,0,170.0,126.0,1,43.96,37.70,19.86,0.00,57.56,0,58,58,100,100,0.8576,0.0307,0.0000,0,0,0.0
325200,MANUAL,IDLE,0,170.0,125.1,1,44.93,38.53,21.24,0.00,59.77,0,60,60,100,100,0.8576,0.0307,0.0000,0,0,0.0
326200,MANUAL,IDLE,0,170.0,124.2,1,45.79,39.27,22.65,0.00,61.92,0,62,62,100,100,0.8576,0.0307,0.0000,0,0,0.0
327200,MANUAL,IDLE,0,170.0,123.4,1,46.60,39.96,24.08,0.00,64.04,0,64,64,100,100,0.8576,0.0307,0.0000,0,0,0.0
328200,MANUAL,IDLE,0,170.0,122.7,1,47.32,40.58,25.53,0.00,66.12,0,66,66,100,100,0.8576,0.0307,0.0000,0,0,0.0
329200,MANUAL,IDLE,0,170.0,122.1,1,47.88,41.07,27.00,0.00,68.07,0,68,68,100,100,0.8576,0.0307,0.0000,0,0,0.0
330200,MANUAL,IDLE,0,170.0,121.5,1,48.48,41.58,28.49,0.00,70.07,0,70,70,100,100,0.8576,0.0307,0.0000,0,0,0.0
331200,MANUAL,IDLE,0,170.0,121.2,1,48.82,41.87,29.99,0.00,71.86,0,72,72,100,100,0.8576,0.0307,0.0000,0,0,0.0
332200,MANUAL,IDLE,0,170.0,120.9,1,49.12,42.12,31.50,0.00,73.62,0,74,74,100,100,0.8576,0.0307,0.0000,0,0,0.0
333200,MANUAL,IDLE,0,170.0,120.7,1,49.28,42.27,33.01,0.00,75.28,0,75,75,100,100,0.8576,0.0307,0.0000,0,0,0.0
334200,MANUAL,IDLE,0,170.0,120.4,1,49.60,42.53,34.53,0.00,77.07,0,77,77,100,100,0.8576,0.0307,0.0000,0,0,0.0
335200,MANUAL,IDLE,0,170.0,120.4,1,49.55,42.50,36.06,-0.00,78.55,0,79,79,100,100,0.8576,0.0307,0.0000,0,0,0.0
336200,MANUAL,IDLE,0,170.0,120.3,1,49.73,42.65,37.58,0.00,80.23,0,80,80,100,100,0.8576,0.0307,0.0000,0,0,0.0
337200,MANUAL,IDLE,0,170.0,120.3,1,49.73,42.64,39.11,-0.00,81.75,0,82,82,100,100,0.8576,0.0307,0.0000,0,0,0.0
338200,MANUAL,IDLE,0,170.0,120.5,1,49.52,42.47,40.63,-0.00,83.09,0,83,83,100,100,0.8576,0.0307,0.0000,0,0,0.0
339200,MANUAL,IDLE,0,170.0,120.8,1,49.17,42.16,42.14,-0.00,84.30,0,84,84,100,100,0.8576,0.0307,0.0000,0,0,0.0
340200,MANUAL,IDLE,0,170.0,121.1,1,48.86,41.90,43.64,-0.00,85.54,0,86,86,100,100,0.8576,0.0307,0.0000,0,0,0.0
341200,MANUAL,IDLE,0,170.0,121.4,1,48.58,41.66,45.13,-0.00,86.79,0,87,87,100,100,0.8576,0.0307,0.0000,0,0,0.0
342200,MANUAL,IDLE,0,170.0,121.8,1,48.15,41.30,46.61,-0.00,87.90,0,88,88,100,100,0.8576,0.0307,0.0000,0,0,0.0
343200,MANUAL,IDLE,0,170.0,122.4,1,47.65,40.86,48.07,-0.00,88.93,0,89,89,100,100,0.8576,0.0307,0.0000,0,0,0.0
344200,MANUAL,IDLE,0,170.0,123.0,1,47.04,40.34,49.51,-0.00,89.85,0,90,90,100,100,0.8576,0.0307,0.0000,0,0,0.0
345200,MANUAL,IDLE,0,170.0,123.6,1,46.43,39.82,50.94,-0.00,90.76,0,91,91,100,100,0.8576,0.0307,0.0000,0,0,0.0
346200,MANUAL,IDLE,0,170.0,124.3,1,45.74,39.23,52.34,-0.00,91.57,0,92,92,100,100,0.8576,0.0307,0.0000,0,0,0.0
347200,MANUAL,IDLE,0,170.0,125.0,1,44.96,38.56,53.72,-0.00,92.28,0,92,92,100,100,0.8576,0.0307,0.0000,0,0,0.0
348200,MANUAL,IDLE,0,170.0,125.6,1,44.43,38.11,55.09,-0.00,93.19,0,93,93,100,100,0.8576,0.0307,0.0000,0,0,0.0
349200,MANUAL,IDLE,0,170.0,126.4,1,43.57,37.37,56.43,-0.00,93.79,0,94,94,100,100,0.8576,0.0307,0.0000,0,0,0.0
350200,MANUAL,IDLE,0,170.0,127.3,1,42.70,36.62,57.74,-0.00,94.35,0,94,94,100,100,0.8576,0.0307,0.0000,0,0,0.0
351200,MANUAL,IDLE,0,170.0,128.3,1,41.72,35.78,59.02,-0.00,94.80,0,95,95,100,100,0.8576,0.0307,0.0000,0,0,0.0
352200,MANUAL,IDLE,0,170.0,129.3,1,40.69,34.89,60.27,-0.00,95.16,0,95,95,100,100,0.8576,0.0307,0.0000,0,0,0.0
353200,MANUAL,IDLE,0,170.0,130.3,1,39.71,34.06,61.49,-0.00,95.54,0,96,96,100,100,0.8576,0.0307,0.0000,0,0,0.0
354200,MANUAL,IDLE,0,170.0,131.2,1,38.82,33.30,62.68,-0.00,95.97,0,96,96,100,100,0.8576,0.0307,0.0000,0,0,0.0
355200,MANUAL,IDLE,0,170.0,132.2,1,37.79,32.41,63.84,-0.00,96.25,0,96,96,100,100,0.8576,0.0307,0.0000,0,0,0.0
356200,MANUAL,IDLE,0,170.0,133.3,1,36.73,31.50,64.97,-0.00,96.46,0,96,96,100,100,0.8576,0.0307,0.0000,0,0,0.0
357200,MANUAL,IDLE,0,170.0,134.4,1,35.61,30.54,66.06,-0.00,96.60,0,97,97,100,100,0.8576,0.0307,0.0000,0,0,0.0
358200,MANUAL,IDLE,0,170.0,135.5,1,34.45,29.55,67.12,-0.00,96.66,0,97,97,100,100,0.8576,0.0307,0.0000,0,0,0.0
359200,MANUAL,IDLE,0,170.0,136.8,1,33.24,28.51,68.14,-0.00,96.64,0,97,97,100,100,0.8576,0.0307,0.0000,0,0,0.0
360200,MANUAL,IDLE,0,170.0,137.9,1,32.07,27.51,69.12,-0.00,96.63,0,97,97,100,100,0.8576,0.0307,0.0000,0,0,0.0
361200,MANUAL,IDLE,0,170.0,139.1,1,30.87,26.47,70.07,-0.00,96.54,0,97,97,100,100,0.8576,0.0307,0.0000,0,0,0.0
362200,MANUAL,IDLE,0,170.0,140.2,1,29.80,25.56,70.98,-0.00,96.54,0,97,97,100,100,0.8576,0.0307,0.0000,0,0,0.0
363200,MANUAL,IDLE,0,170.0,141.5,1,28.45,24.40,71.86,-0.00,96.26,0,96,96,100,100,0.8576,0.0307,0.0000,0,0,0.0
364200,MANUAL,IDLE,0,170.0,142.7,1,27.27,23.39,72.69,-0.00,96.08,0,96,96,100,100,0.8576,0.0307,0.0000,0,0,0.0
365200,MANUAL,IDLE,0,170.0,143.8,1,26.15,22.43,73.50,-0.00,95.92,0,96,96,100,100,0.8576,0.0307,0.0000,0,0,0.0
366200,MANUAL,IDLE,0,170.0,145.1,1,24.93,21.38,74.26,-0.00,95.64,0,96,96,100,100,0.8576,0.0307,0.0000,0,0,0.0
